id,audio_path,text,caption_1,caption_2,caption_3,caption_4,caption_5,split,file_name,sample_rate,duration_s,loudness,sharpness,roughness,fluctuation_strength_proxy,pr_ecma_st,fluctuation_evr,fluctuation_ami,fluctuation_rms_mod,error,compute_time_s
development/AMB_Vrachionas_Zakynthos.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/AMB_Vrachionas_Zakynthos.wav,"A car moves, and makes a hissing sound.","A car moves, and makes a hissing sound.",A car with a hissing part is moving,The bicycle wheels of a child whir while the wind blows in the background.,A motor running and whirling by has some skips in it.,A motor runs and whirls and skips a few times.,development,AMB_Vrachionas_Zakynthos.wav,44100,16.359909297052155,24.36,2.320908368323822,0.551595557689291,,0.0,2265.0104986721885,412.2536759321466,0.02074001414170349,"",34.7
development/down stairs running 1.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/down stairs running 1.wav,A person on a hard floor is walking back and forth.,A person on a hard floor is walking back and forth.,"A person skips on a hard surface, then walks lightly before finally running and jumping.","A person skips on a hard surface, then walks lightly, then runs and jumps.",A person walking back and forth on a hard floor.,Something is banging on the floor sometimes slow and sometimes fast.,development,down stairs running 1.wav,44100,20.765873015873016,11.209,1.4246727567197321,2.4944750037866497,,0.0,7749380.0509590395,125498.91154216207,0.028642856834308016,"",25.235
development/foret.au.matin.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/foret.au.matin.wav,Birds singing while stiff breezes blows through the trees and the leaves,Birds singing while stiff breezes blows through the trees and the leaves,"Rain falls gently all around, but the chirping of birds is very loud.",Rain falls lightly throughout and birds chirp loudly.,The different birds are chirping inside the jungle.,birds singing as a stiff breezes blows through the trees and the leaves,development,foret.au.matin.wav,44100,27.65172335600907,24.07,3.0174154335919243,0.5356750308894012,,15.667622247975817,149372.59592376777,2998.215919347515,0.10930932280173548,"",55.377
development/Lobby with laughter.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Lobby with laughter.wav,"Men and women cheer, laugh and chat at an event.","Men and women cheer, laugh and chat at an event.","People are milling around in a large hall or complex with laughter, chatting, and general background noise.","People at an event create a lot of noise from cheering, laughing, and chatting.","People milling around in a large hall or complex with laughter, chatting and general background noise.",a group of people gathered indoors laughing and talking,development,Lobby with laughter.wav,44100,17.333356009070293,6.803,1.516577069438649,0.0861351609104805,,0.0,69503.84806329163,51666.83344048599,0.002642422685386311,"",19.218
development/Ferry I.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Ferry I.wav,Air and wind rushing by while an airplane is in flight.,Air and wind rushing by while an airplane is in flight.,An airplane is in flight and air and wind is rushing by.,"An almost silent whirring, but without any sort of breeze blowing by.",The car hums on a quiet sunny morning.,The motors of machines and their engines whirl and whine mechanically.,development,Ferry I.wav,44100,24.52655328798186,25.51,1.1781998503334108,0.13638971343244768,,0.0,5090.598405979768,457.92724039184395,0.0891755328207972,"",43.423
development/Swimming at the pool.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Swimming at the pool.wav,A large crowd is chatting outside as a person is stepping through puddles.,A large crowd is chatting outside as a person is stepping through puddles.,A crowd is chatting swimming in a large indoor swimming pool.,"Indoors, large swimming pool, people talking, swimming, swimmer getting closer to an observer.","People are swimming near a waterfall, while birds chirp in the distance.","Rain falls, a person walks in the rain, music plays, and people talk.",development,Swimming at the pool.wav,44100,28.16,31.14,1.6321426764562839,1.0444510159419307,,0.0,656.6438284737402,203.80364906124632,0.02307263940379935,"",51.848
development/Waves_00512.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Waves_00512.wav,"Outdoors, wind causes large and small ocean waves at the coastline.","Outdoors, wind causes large and small ocean waves at the coastline.","Outdoors, wind, large and small ocean waves at coastline.",The side of a dock is pounded by waves from the ocean,The wind blowing while waves are crashing in the background.,The wind is blowing while waves crash in the background.,development,Waves_00512.wav,44100,15.478480725623582,32.5,1.6606455246988194,0.5406070362506366,,0.0,1356.2185359705882,374.5725370092498,0.03792616751596399,"",31.887
development/ambience winter crow birds distant traffic construction.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/ambience winter crow birds distant traffic construction.wav,Birds chirp and a city quakes in the distance.,Birds chirp and a city quakes in the distance.,Birds sing in the trees as an airplane drones overhead.,Birds sing their song over the roar of a bustling city.,Someone is tapping on wood in the background and a bird caws,Someone is tapping on wood in the background as a bird caws.,development,ambience winter crow birds distant traffic construction.wav,44100,27.386961451247167,14.724,1.168954012738404,2.2084543090768203,,0.0,3514.020122308419,906.041813262627,0.009562881822999574,"",40.49
development/Moscow subway inside the train.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Moscow subway inside the train.wav,A train is moving down railroad tracks and air is moving through a confined space nearby.,A train is moving down railroad tracks and air is moving through a confined space nearby.,A train is passing by at a steady pace,A train quakes on a railroad track and the sound increases in intensity.,A train rumbles on a track and grows in volume.,Heavy machinery is thumping and gears are spinning.,development,Moscow subway inside the train.wav,44100,25.898049886621315,24.07,1.23272398984712,0.6274743254766543,,0.0,17874.42484552839,1659.7560181298243,0.04817526285564925,"",44.062
development/paper-strip-wobble.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/paper-strip-wobble.wav,A percussive instrument is being plucked up and down at various speeds,A percussive instrument is being plucked up and down at various speeds,"Drumming the sides of the mouth while opening and closing the mouth, someone makes a popping sound.","Mouth open, a man makes a rhythmic pop by flicking the side of his mouth.",Someone beating the side of his mouth with mouth opened to make rhythm,Someone making popping sounds by drumming on the side of the face while opening and closing their mouth.,development,paper-strip-wobble.wav,44100,23.312086167800455,12.095,1.994300022769658,5.402155324907757,,0.0,63499.98371377384,2879.9024155408165,0.011521664550821993,"",23.575
development/ambient house room tone open window distant noises neighbours.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/ambient house room tone open window distant noises neighbours.wav,Noisy street drones on as voices of few kids and adults stand out from the background.,Noisy street drones on as voices of few kids and adults stand out from the background.,"In the distance traffic is flowing and nearby, people are conversing.","Loud ambient hum, with children and adults speaking in fragments in the background.","People are talking next to a highway, a person opens a door.",The room has a loud ambient hum as children and adults speak in the background,development,ambient house room tone open window distant noises neighbours.wav,44100,23.57199546485261,21.43,1.1823297122384615,1.12182577241181,,0.0,50956.72459656832,2004.919599165087,0.0699498980980826,"",38.33
development/bnescalator.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/bnescalator.wav,A vehicle is rattling and gets louder or quieter when it speeds up or slows down.,A vehicle is rattling and gets louder or quieter when it speeds up or slows down.,A wooden wheel is turning and it is speeding up and slowing down.,"A wooden wheel is turning, speeding up and slowing down.",People converse and rattle objects as a motor runs,The rattling of a vehicle is increasing in volume and then quiets down as it oscillates.,development,bnescalator.wav,44100,20.204263038548753,26.78,1.3566876461155097,1.645049606384098,,0.0,6851.875726021898,794.2214516499331,0.03787570494269341,"",38.073
development/sizzle 4.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/sizzle 4.wav,A radio is switched on and the tuner is moved and then held to create the maximum amount of static.,A radio is switched on and the tuner is moved and then held to create the maximum amount of static.,A radio is turned on and the tuner is held at the same point emitting static.,"After a click, a buzzing is constant and scratchy.",Someone is welding two metal pieces together using equipment.,a person is welding two pieces of metal on a machine,development,sizzle 4.wav,44100,23.336054421768708,10.839,2.573753423180936,4.541826417415585,,0.0,1131.57338161875,971.6459363555927,0.005656808119897141,"",41.986
development/AMBY CHIESA BOLOGNA.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/AMBY CHIESA BOLOGNA.wav,Something is being said in the background as people murmur in the foreground.,Something is being said in the background as people murmur in the foreground.,Amplified and reverberating talking is occurring while occasionally in the foreground a man and woman speak softly and indistinctly.,The silence of the large hall was broken with the echos of chatter.,Announcements are being made over a loudspeaker while people are talking in the foreground.,Announcements being made over a loudspeaker while people are talking in the foreground.,development,AMBY CHIESA BOLOGNA.wav,44100,16.548684807256237,35.09,1.336587772167701,0.3070595137540106,,0.0,612.4683374846936,178.29392428586755,0.03806937594053281,"",30.006
development/Vinil_Noise_30sec.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Vinil_Noise_30sec.wav,A crackling static similar to record player feedback,A crackling static similar to record player feedback,A record is left spinning on the player after all the songs have ended.,Crackling static similar to record player is causing feedback.,a very hot fire has been made out doors and is burning fast,television tuning sound along with volume adjustment sound,development,Vinil_Noise_30sec.wav,44100,29.72154195011338,6.954,2.0229847348565975,5.573429521400453,,0.0,17218.130242087303,1158.675394028909,0.01685322815412948,"",39.866
development/chicken.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/chicken.wav,"Chickens are making clucking noises, while someone is gathering the eggs.","Chickens are making clucking noises, while someone is gathering the eggs.",Chickens are marking noises while rain is falling.,Multiple chickens are clucking in an enclosure whilst a person is moving about.,"Multiple chickens clucking in a chicken cage, person moving around in chicken cage.",Rain is falling while the chickens make noises.,development,chicken.wav,44100,22.759455782312926,22.3,1.614402392029409,0.4657788553482366,,0.0,213888.06220442365,4085.1539676170005,0.05361903271480381,"",39.463
development/Applause - Crowd - 4.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Applause - Crowd - 4.wav,A lot of people are applauding and then the clapping fades as time passes.,A lot of people are applauding and then the clapping fades as time passes.,Applause resounds until it finally comes to a halt.,People applaud and the clap fades as time goes on.,"People applauding, gradually coming to a stop, except one person continues to clap slowly and then to a halt.",a group of people clapping or applauding at an event,development,Applause - Crowd - 4.wav,44100,18.743537414965985,12.94,1.7027643266952317,2.5625170972262596,,0.0,50171.67630780556,1640.3441035031701,0.009797727109809383,"",26.318
development/applauses.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/applauses.wav,A group of people clapping and chanting for someone,A group of people clapping and chanting for someone,People are clapping and whistling after a performance.,People clap their hands and two people whistle.,"Starting out very robust, the applause, cheers, and whistles faded out over time as the game played out.",The people are clapping and whistling after a performance.,development,applauses.wav,44100,16.81124716553288,21.9,1.8095430826038137,3.6127860246227645,,0.0,10182.308109774829,891.2542789542166,0.017998336286835493,"",31.344
"development/Wind in a field recorded close to the ground in New Mexico, USA.wav","/root/clawd/_datasets/clotho_3490684/audio_development/development/Wind in a field recorded close to the ground in New Mexico, USA.wav",A loud and robust wind is always blowing.,A loud and robust wind is always blowing.,A strong and loud wind is constantly blowing.,"On the beach, wind blows at a steady pace.",Wind blowing outside of a window during a storm.,Wind is blowing outside of a window during a storm.,development,"Wind in a field recorded close to the ground in New Mexico, USA.wav",44100,24.905895691609977,21.94,1.0500392414108992,0.18149338344190127,,0.0,19872.01104191331,1291.422663951454,0.06105083956200215,"",36.011
development/Tea kettle boiling whistling.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Tea kettle boiling whistling.wav,A tea kettle has finished boiling and is making a whistle noise.,A tea kettle has finished boiling and is making a whistle noise.,"A tea kettle is whistling with increasing intensity, then the whistling begins to diminish.",An old style kettle with a whistle mechanism is sounding before it is turned off.,"The tea kettle whistled, as the water inside was boiling.",The tea pot is emitting hot steam and ready to make some tea to drink.,development,Tea kettle boiling whistling.wav,44100,21.826757369614512,25.72,3.1708045679612056,0.48386208832402827,,18.247674959878417,7842.472533853921,984.5413149703405,0.04762454499966521,"",34.898
development/Getting Into Shower and Turning On.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Getting Into Shower and Turning On.wav,She flushed the toilet and then turned on the shower.,She flushed the toilet and then turned on the shower.,Water drains from a toilet and then water shoots out of a shower head.,Water is pouring into a sink and down a drain and more water is dripping onto a hard surface.,Water is pouring into a sink and going down a drain as more water drips onto a hard surface.,Water runs down a drain as someone takes a shower.,development,Getting Into Shower and Turning On.wav,44100,17.65730158730159,43.9,1.964640608476636,0.10528136010485743,,0.0,459.04723906475255,259.6341171861038,0.0338234951304869,"",40.269
development/Art Gallery Tone.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Art Gallery Tone.wav,A hall with a person talking in a large room,A hall with a person talking in a large room,A man is speaking while a women speaks to another woman in the background.,A man is speaking while two women speaks to one another in the background.,A speaker makes a presentation in an auditorium.,A person is speaking something to a group.,development,Art Gallery Tone.wav,44100,17.751655328798186,16.0,1.4021012757646245,1.324462842281371,,0.0,11273.008837291649,2023.2313056332705,0.04960579375992496,"",23.119
development/Icy rain.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Icy rain.wav,A dog barks followed by steady raindrops and wind.,A dog barks followed by steady raindrops and wind.,A dog barks twice and rain is falling outside.,A dog is barking and a fire is crackling and burning.,The dog barked twice as rain fell outside.,"While a fire crackles and burns, a dog barks.",development,Icy rain.wav,44100,25.967913832199546,10.171,2.3912866664940498,3.681341800399228,,0.0,3138.8586580671536,818.7437151524723,0.014496743742990544,"",50.187
development/park.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/park.wav,Birds are chirping and children cry out while a siren blares in the background and a dog barks.,Birds are chirping and children cry out while a siren blares in the background and a dog barks.,"Birds are chirping while a siren goes off, then a dog barks.",Birds chirp and children cry out while a siren blares in the background and a dog barks.,"Birds chirping and a siren wailing, then a dog begins to bark.",Birds were chirping and a dog barked while children were talking.,development,park.wav,44100,19.252562358276645,22.46,1.7194754119693427,0.1380469910829421,,0.0,7014.966000000178,960.4702870683394,0.032600237073677374,"",29.128
development/thunderClap3.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/thunderClap3.wav,"Rain pours while thunder booms and lightning cracks, a dog barks and birds chirp amid the rain.","Rain pours while thunder booms and lightning cracks, a dog barks and birds chirp amid the rain.",The storm intensifies with a clap of thunder.,The thunder roars above the people as they scream and the wind blows,The thunder roars and the wind blows as people scream.,"Three cracks of lightning, afterwards a dog can be heard faintly barking.",development,thunderClap3.wav,44100,16.896757369614512,16.44,1.4960309470628235,0.5156368342629642,,0.0,2708.6360061988726,729.2980119642921,0.020836035387163967,"",17.301
development/Atmosfera Miasto Spokojna dzielnica rano.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Atmosfera Miasto Spokojna dzielnica rano.wav,A car is coming closer in heavy traffic area.,A car is coming closer in heavy traffic area.,A person is driving and an automobile overtakes and passes them.,Some cars driving by in a busy street,Some cars passing by in a busy street,various traffic sounds with a car coming very close by,development,Atmosfera Miasto Spokojna dzielnica rano.wav,44100,29.117097505668934,21.34,1.3603930209274349,0.11270032009405592,,0.0,65791.62413497614,3176.3823306782742,0.05792413625352941,"",52.236
development/augo8 Doncaster train 2.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/augo8 Doncaster train 2.wav,A car drives away very slowly from the parking lot.,A car drives away very slowly from the parking lot.,A dump truck coming down the road shifting gears.,"A truck approaches and passes by, a car door opens and closes and a car horn beeps.","As the truck approached and passed by, a car door opened and closed: a car horn beeped.","Coming down the road, a dump truck shifting gears.",development,augo8 Doncaster train 2.wav,44100,26.18394557823129,23.23,1.1573958622317382,0.19663613537716446,,0.0,17228.503204678484,1325.7232337984613,0.04043568227854141,"",35.616
development/austin_ambience01.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/austin_ambience01.wav,A bird chirps in the distance and a moving vehicle drives closer.,A bird chirps in the distance and a moving vehicle drives closer.,An engine hums low and then accelerates and speeds up with distant chirping of birds.,Bird are singing far away in the country side,Far away in the countryside birds are singing.,Low humming an engine which accelerates and speeds up with distant chirping of birds,development,austin_ambience01.wav,44100,20.300680272108842,5.709,1.5036576531576475,5.864452702673476,,0.0,6529.317513599941,924.7528594120453,0.06657255136311499,"",20.531
development/Wet Footsteps Sidewalk _ Metro Pass .wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Wet Footsteps Sidewalk _ Metro Pass .wav,A train approaches and passes by with birds chirping and a vehicle moving.,A train approaches and passes by with birds chirping and a vehicle moving.,A train approaches then passes by fast with birds chirping and a vehicle moving behind it.,Birds chirping and some cars rush by in the background.,The quiet is interrupted by a passing train.,The quiet of the countryside is broken by a passing train.,development,Wet Footsteps Sidewalk _ Metro Pass .wav,44100,25.66702947845805,23.18,1.3543129981582134,0.568121889182705,,0.0,1112857.5546462224,16269.817597613299,0.023763854357003896,"",29.905
development/Dogs bark back.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Dogs bark back.wav,A birds voice is followed by the commotion of dogs,A birds voice is followed by the commotion of dogs,A dog is barking at another barking dog.,"An ongoing rustling is broken up by high pitched squawks, intermittent barking and the whistling of birds.",Different dogs barking and birds chirping in the background.,The voice of the bird is followed by the noise of dogs,development,Dogs bark back.wav,44100,29.028163265306123,22.13,1.7794423536317512,0.3135396005170364,,0.0,17996.76383640595,1555.4981607075315,0.042377641219188994,"",57.875
development/highway urban.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/highway urban.wav,A car and other vehicles are driving on the road.,A car and other vehicles are driving on the road.,"A car drives in the distance, as the wind blows in gusts.",A car is driving on the road with other vehicles.,A car motor begins with a roar and then softens as another motor in the background races by.,Two loud cars pass by traffic noises in the background.,development,highway urban.wav,44100,23.0134693877551,38.76,1.24518952479884,0.1700355439531993,,0.0,1017.3897667785109,278.33232048934866,0.029497409558730384,"",33.539
development/background(bar or pub).wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/background(bar or pub).wav,A group of people are in a room talking.,A group of people are in a room talking.,A lot of people are talking in a room,A multitude of men and women are speaking and giggling audibly.,Group of people chatting and laughing to each other,Several men and women are talking and laughing loudly .,development,background(bar or pub).wav,44100,28.258662131519273,25.23,1.4338620853425434,0.581763587533018,,0.0,5938261.350399127,39339.760051558,0.035804729387365335,"",44.182
development/Backyard Gate.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Backyard Gate.wav,A gate squeals as it sways while birds chirp in the background.,A gate squeals as it sways while birds chirp in the background.,A metal gate with dry hinges is being opened and closed.,"A squeaky gate swings open and closed, its locks rattle.",The locks on the squeaky gate rattle as it swings open and closed.,someone opening a closing a metal gate with dry hinges,development,Backyard Gate.wav,44100,19.06358276643991,19.0,2.511567443776759,0.6553113458643297,,19.046749751061785,421541.6485992667,7469.765667734144,0.02529528982057556,"",27.666
development/CR FunnyMachine.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/CR FunnyMachine.wav,A motor runs as a swing sways in the background.,A motor runs as a swing sways in the background.,A small engine running and a swing being swung back and forth.,A small motor is running while a swing squeaks back and forth.,Someone operates a machine that is drilling holes.,Someone operating a machine that is making holes.,development,CR FunnyMachine.wav,44100,23.216507936507938,28.99,1.699280764670959,0.6833573537220691,,11.379230565230543,4289.432026634185,502.46783144585174,0.04896895804050503,"",45.938
development/BitmapNoise2.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/BitmapNoise2.wav,A radio transmission frequency is being tuned to a station.,A radio transmission frequency is being tuned to a station.,Digital humming and cracking repeating and changing slightly,Digital humming and cracking which is repeating itself with small changes.,The buzzing electricity gets increasingly more intense over time.,the electricity is buzzing and it gets more intense as time goes on,development,BitmapNoise2.wav,44100,17.85063492063492,34.12,2.1182940054275154,5.8405427461965225,,0.0,156.59396868880634,161.42055396073053,0.14377005403178308,"",39.801
development/Contacto Metal.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Contacto Metal.wav,A loud metallic clang is repeatedly generated by banging.,A loud metallic clang is repeatedly generated by banging.,A metallic drum is struck repeatedly and rhythmically,Someone is banging a drum with a stick before moving a cymbal and then banging harder.,Someone makes an object emit repeated loud metallic clangs.,Someone using a stick first bangs on a drum before moving a cymbal and then banging harder.,development,Contacto Metal.wav,44100,25.09077097505669,26.36,1.5210836693381635,2.721876287940339,,0.0,5157203.953670933,14830.843224052196,0.07426486801741153,"",29.317
development/plastic packet lentils shake open close.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/plastic packet lentils shake open close.wav,A bag is being crumpled and moved around,A bag is being crumpled and moved around,Papers rustled and then a bag of chips were opened and manipulated.,Papers rustling and then a bag of chips being opened and manipulated.,Rustling of some paper on dirt and then walking and opening a door and rustling plastic.,Someone is stepping on a wrapper and dragging it and then opens a new bag of chips or something.,development,plastic packet lentils shake open close.wav,44100,26.43591836734694,14.648,2.3002982417422064,4.243895493278254,,0.0,1269118.2000804085,40887.814439097674,0.01601231278278211,"",37.782
development/Baking Tray Hits.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Baking Tray Hits.wav,A ball is being hit against a stop sign by someone.,A ball is being hit against a stop sign by someone.,A metal sheet being hit and its vibrations are echoing.,A metal sheet being snapped and echoing its reverberations.,Clank of a metal implement touching another piece of metal.,Someone hitting a ball against a stop sign.,development,Baking Tray Hits.wav,44100,17.96063492063492,18.91,2.0318027022848293,2.288181518490087,,0.0,3081.5206389703435,451.92460114023623,0.03402659994349712,"",19.315
development/SonicSnap_GPSUK_Car window.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/SonicSnap_GPSUK_Car window.wav,A person thumps against a surface as a car drives along a road,A person thumps against a surface as a car drives along a road,"Cars drive on the road, then a person thumps against a surface.",Someone attempts to open a door as cars drive by in the background.,Someone is shaking around a cardboard sign as others exit a car.,Someone shakes a cardboard sign as others exit a car.,development,SonicSnap_GPSUK_Car window.wav,44100,23.254784580498868,10.187,1.67057977964366,4.938446165572401,,0.0,15189.222899336255,1086.420244912135,0.04923084808281312,"",32.253
development/Living Minute - Noisy Neighborhood at Night.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Living Minute - Noisy Neighborhood at Night.wav,"As a siren goes off, dogs are barking and birds are chirping near one another.","As a siren goes off, dogs are barking and birds are chirping near one another.","Different dogs barking and birds chirping in close proximity to each other, and a siren going off.","In natural settings, a dog is barking while a police car comes nearer.",Two dogs are barking while the alarm of a ambulance travels a short distance.,multiple types of dogs barking and sirens sounding in the background,development,Living Minute - Noisy Neighborhood at Night.wav,44100,20.698798185941044,20.61,1.3889996216460783,0.5494657352269051,,0.0,31055.44753259839,2251.2686736520727,0.07641100235394796,"",26.459
development/MrM_ElantraInteriorFan.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/MrM_ElantraInteriorFan.wav,A car blower is being adjusted after being turned on.,A car blower is being adjusted after being turned on.,"A fan is being switched on and set between low, medium and high and then it is switched off.",A fan is switched on an switches between low medium and high setting before being switched off.,A fan is turned on from the low setting to the higher settings.,The blower fans in a car being adjusted while being turned on.,development,MrM_ElantraInteriorFan.wav,44100,16.103038548752835,18.68,1.2610620623508588,3.71943266107737,,0.0,867.0277884611498,260.0694190843006,0.03953119740727994,"",23.063
development/Post vibrating (contact microphone).wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Post vibrating (contact microphone).wav,A hard object strikes a hollow metal object in a rhythmic way.,A hard object strikes a hollow metal object in a rhythmic way.,Someone is tapping on a metal pipe over and over.,Someone is tapping over and over on a metal pipe.,Steel being tapped on as it echoes and reverberates itself.,The bang and clang of steel colliding against an object,development,Post vibrating (contact microphone).wav,44100,23.085079365079366,23.65,1.1320124062423216,1.4873790250413432,,0.0,140248.11554801546,3720.174780598571,0.045601795260268446,"",23.994
development/Rusty Metal Creaking.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Rusty Metal Creaking.wav,A spooky creaking noise gets louder and louder.,A spooky creaking noise gets louder and louder.,A wooden door squeaks as it is opened and closed.,A wooden door squeaks on its hinges as it is opened and closed.,Someone opened a door with hinges and then closed it,The swing creaked as it swung back and forth.,development,Rusty Metal Creaking.wav,44100,15.491337868480725,24.55,2.15675753490015,2.9299287785475547,,10.303839927364379,19402834.13809649,64900.68706380254,0.06363024671436997,"",22.623
development/barrelhits.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/barrelhits.wav,A metal ladder being set up and opened and a person climbing it.,A metal ladder being set up and opened and a person climbing it.,A metal ladder being opened and set up and a person climbing it.,A metal object is thrown and then hit repeatedly.,Someone was walking around and moving heavy metal objects on a hard floor.,someone walking around and moving heavy metal objects on a hard floor,development,barrelhits.wav,44100,29.059773242630385,18.05,1.7188031754934499,1.5083369053559632,,0.0,2308.7352674344966,602.946477437702,0.026526283925973563,"",30.538
development/metal plate striking wall.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/metal plate striking wall.wav,A bird chirps and a metal bucket clangs as it hits against another object.,A bird chirps and a metal bucket clangs as it hits against another object.,A ladder is adjusted and adjusted again and clangs against a hard surface.,A ladder is adjusted and adjusted again and it clangs against a hard surface.,A loud banging occurs from a metal object on another object consistently.,Birds sing and a metal bucket clangs as it strikes another object.,development,metal plate striking wall.wav,44100,26.606666666666666,23.66,1.6137786227225295,1.7092202975575246,,0.0,8481802.329470234,28382.504145090505,0.05089298284343479,"",28.144
development/Bath Tub.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Bath Tub.wav,An old squeaky tap is forced open so that a large volume of water can gush and drain out.,An old squeaky tap is forced open so that a large volume of water can gush and drain out.,Lots of water gushing out after an old squeaky tap is forced open.,"The water faucet was opened all the way with water pouring out at great speed, but was turned off later.",The water is turned on at a faucet and streams into the sink.,Turning the water on at a faucet and having it pour into the sink.,development,Bath Tub.wav,44100,25.74625850340136,24.0,2.303904576578912,1.5066803733663925,,0.0,23445.355368288652,2113.113904993607,0.022922369539268964,"",48.835
development/Midnight summer rain part 2.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Midnight summer rain part 2.wav,A gush of water is trickling down from a tall waterfall.,A gush of water is trickling down from a tall waterfall.,Rainfall hits a building and then pours out of its gutters.,"Water is constantly pouring down, splashing and gurgling.","Water is continuously pouring down, splashing and gurgling.",rainfall hits a building and pours out of its gutters,development,Midnight summer rain part 2.wav,44100,25.89641723356009,36.78,1.6941848576779739,0.23833332162825782,,0.0,2760.2402911957347,538.7466708841861,0.039437116131069254,"",55.508
development/bathroom drain 1.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/bathroom drain 1.wav,Water bubbles from a hot tub as the jets make a humming sound.,Water bubbles from a hot tub as the jets make a humming sound.,Water gurgles and splashes within a metallic rain barrel.,Water is bubbling from a hot tub and the jets are making a humming sound.,Water is going down into the sink and then into the pipe.,"Within the metallic container, water gurgled and splashed.",development,bathroom drain 1.wav,44100,22.77780045351474,26.34,0.9221215327057525,0.6560662274560917,,0.0,3706.650204640097,499.32909902414997,0.05253272651999223,"",29.678
development/Erratic knocking on a wooden door and crystal microphone.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Erratic knocking on a wooden door and crystal microphone.wav,A shower is switched on with a large and fast volume of spray coming from the shower head.,A shower is switched on with a large and fast volume of spray coming from the shower head.,A shower is turned on and a large stream of water jets out of the faucet.,Heavy rain is falling in continuous same rhythm all time,Outside is a heavy rain that is falling steadily.,Outside it is raining heavily at a steady pace.,development,Erratic knocking on a wooden door and crystal microphone.wav,44100,17.711814058956914,40.25,2.6329746165516177,0.09193284548488667,,0.0,71.09573428958713,99.63406138452137,0.02070665794723425,"",43.365
development/Seawall.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Seawall.wav,A ball splashing in water reminds one of dishes being washed.,A ball splashing in water reminds one of dishes being washed.,Someone is washing the dishes using water and their hands.,Someone washing dishes with some water and their hands.,food and produce is being prepared and washed in water,something splashing in water like dishes being washed,development,Seawall.wav,44100,29.361360544217685,17.68,1.657088129049002,0.7029439486714136,,0.0,5876.168624601595,1169.8316561487052,0.027846878153432335,"",49.249
